Column ID,C14
Column Length,299.999999999983
Column b,20
Column h,80
Column Volume,0.48
Column Connections,B4,B5,S4
Column ID,C15
Column Length,299.999999999983
Column b,20.0000000000001
Column h,80
Column Volume,0.48
Column Connections,B5,B6,S4
Column ID,C7
Column Length,299.999999999983
Column b,19.9999999999999
Column h,40
Column Volume,0.24
Column Connections,B6,B9,S4
Column ID,C18
Column Length,299.999999999983
Column b,20
Column h,90
Column Volume,0.54
Column Connections,B3,B4,B10,S1,S4
Column ID,C10
Column Length,299.999999999983
Column b,20
Column h,60
Column Volume,0.36
Column Connections,B1,B2,B11,S1,S4
Column ID,C5
Column Length,299.999999999983
Column b,140
Column h,20
Column Volume,0.84
Column Connections,B1,B12,S4,B20,S11
Column ID,C1
Column Length,299.999999999983
Column b,99.9999999999994
Column h,20
Column Volume,0.600000000000002
Column Connections,B8,B9,B15,S3,S4
Column ID,C3
Column Length,299.999999999983
Column b,105
Column h,20
Column Volume,0.63
Column Connections,C12,B8,S3,S4
Column ID,C12
Column Length,299.999999999983
Column b,20
Column h,65
Column Volume,0.389999999999999
Column Connections,C3,B7,S3,S4
Column ID,C6
Column Length,299.999999999983
Column b,160
Column h,20
Column Volume,0.96
Column Connections,B12,B13,B18,S4,S7,S11
Column ID,C20
Column Length,299.999999999983
Column b,40.0000000000001
Column h,40
Column Volume,0.479999999999972
Column Connections,B18,B19,S7,S11
Column ID,C21
Column Length,299.999999999983
Column b,40
Column h,40
Column Volume,0.479999999999972
Column Connections,B13,B14,S4,S7
Column ID,C9
Column Length,299.999999999983
Column b,20.0000000000001
Column h,50
Column Volume,0.3
Column Connections,B16,B17,S7,B31,S10,S11
Column ID,C16
Column Length,299.999999999983
Column b,20
Column h,80
Column Volume,0.48
Column Connections,B23,B24,S11
Column ID,C17
Column Length,299.999999999983
Column b,20.0000000000001
Column h,80
Column Volume,0.48
Column Connections,B24,B25,S11
Column ID,C8
Column Length,299.999999999983
Column b,19.9999999999999
Column h,40
Column Volume,0.24
Column Connections,B25,B28,S11
Column ID,C19
Column Length,299.999999999983
Column b,20
Column h,90
Column Volume,0.54
Column Connections,B22,B23,B29,S8,S11
Column ID,C11
Column Length,299.999999999983
Column b,19.9999999999999
Column h,60
Column Volume,0.36
Column Connections,B20,B21,B30,S8,S11
Column ID,C2
Column Length,299.999999999983
Column b,99.9999999999975
Column h,20
Column Volume,0.600000000000002
Column Connections,B27,B28,B31,S10,S11
Column ID,C4
Column Length,299.999999999983
Column b,105
Column h,20
Column Volume,0.63
Column Connections,C13,B27,S10,S11
Column ID,C13
Column Length,299.999999999983
Column b,20.0000000000005
Column h,65
Column Volume,0.389999999999999
Column Connections,C4,B26,S10,S11
