Node ID,Element ID,Dim 1,Dim 2,Dim 3,Volume
0,B9,139.047993957113,15,80,0.16685759274854
1,B10,139.047993957113,15,80,0.166857592748539
2,B11,149.818799909703,15,80,0.179782559891648
3,B12,149.818799909703,15,80,0.179782559891648
4,B1,397.65608933654,15,50,0.309492067002411
5,B2,354,15,50,0.246325939597337
6,B17,103.543409122023,22,50,0.122147750034227
7,B3,397.656463322599,15,50,0.309492347491957
8,B4,350,15,50,0.245428524522285
9,B18,105.294322273917,22,50,0.124073754501312
10,B5,410.655857465182,15,50,0.309491893098892
11,B6,345.912022478463,15,50,0.246325939597338
12,B19,105.294322273916,22,50,0.124073754501311
13,B13,283.697383020795,15,80,0.340436859624962
14,B14,284.303819890999,15,80,0.341164583869206
15,B21,237.888149372878,22,65,0.340180053603218
16,B22,237.861991454257,22,65,0.340142647779593
17,B15,445.89533790748,20,70,0.596253473070482
18,B16,445.895337907478,20,70,0.596253473070479
19,B23,268.274768431718,22,65,0.383632918857363
20,B24,238.613054200579,22,65,0.341216667506832
21,B20,105.294471868345,22,50,0.124073919055182
22,B7,398.220279852476,15,50,0.309492347491958
23,B8,351.934965602793,15,50,0.245428524522285
24,C5,299.999999999983,25,85,0.594999999999999
25,C6,299.999999999983,25,85,0.594999999999999
26,C1,299.999999999983,15.0000000000001,40,0.168
27,C2,299.999999999983,15,40,0.168
28,C3,299.999999999983,15,40,0.168
29,C7,299.999999999983,25,85,0.594999999999999
30,C8,299.999999999983,25,85,0.594999999999999
31,C4,299.999999999983,15.0000000000002,40,0.168
32,S1,20,348.795523220279,373.527979131197,2.88403696690507
33,S2,20,347.480212334744,372.524464788703,2.8733938237531
34,S3,20,348.837258759093,373.482788778882,2.88403696690507
35,S4,20,347.344473226454,371.787660094197,2.8741642913615
36,S18,15,215.939859341828,215.93985934183,0.882277696241781
37,S19,15,214.849941156042,214.849941156042,0.875056415333325
38,S5,20,300.460985201559,300.460985201559,2.11782824795236
39,S6,20,299.341936948384,299.341936948384,2.11273823028805
40,S7,20,300.297089067188,300.297089067188,2.128354391679
41,S8,20,297.351335150685,297.351335150685,2.1068165006538
42,S9,20,620.182624895709,367.963516090644,19.4908524817578
43,S10,20,690.244605575751,442.547039327865,20.4546086611443
44,S11,20,257.59685305165,257.59685305195,4.11160231339103
45,S12,20,252.846798279585,252.846798279585,3.49985822938322
46,S13,20,262.538273276353,262.538273276353,2.39504051660281
47,S14,20,261.312949163595,261.312949163595,2.38054343877907
48,S15,20,259.841500344497,259.841500344499,3.85671188746369
49,S16,20,689.087951669243,439.470839576001,20.4484003916743
50,S17,20,689.001384934616,440.776563110014,20.4409342192857
51,W1,299.999999999983,30,302.568846241987,2.9256196161777
52,W5,299.999999999983,18,450.053478604995,2.53288878446683
53,W29,299.999999999983,25,403.969857454271,2.84977393090687
54,W33,299.999999999983,20,409.937403833293,2.27981914472549
55,W6,299.999999999983,18,383.662788943846,2.06637906029665
56,W7,299.999999999983,18,818.310669508698,4.31088507927322
57,W42,299.999999999983,22,548.857173832674,3.54985734729544
58,W8,299.999999999983,18,312.24908684811,1.6753450689797
59,W9,299.999999999983,18,374.012216004353,2.01966596642339
60,W10,299.999999999983,18,314,1.7063999999999
61,W43,299.999999999983,22,541.027569347461,3.43878195769304
62,W11,299.999999999983,18,621.818529225431,3.34702005781714
63,W12,299.999999999983,18,149.968401812659,0.809829369788314
64,W13,299.999999999983,18,194.124787430135,1.04827385212267
65,W14,299.999999999983,18,235,1.16639999999993
66,W34,299.999999999983,20,408.805756894799,2.56732123348749
67,W35,299.999999999983,20,301.262859387116,1.7475771563226
68,W2,299.999999999983,30,301.262859387116,2.73386573448388
69,W30,299.999999999983,25,403.886872247939,2.84165154185938
70,W15,299.999999999983,18,147.484632363007,0.84501701476019
71,W16,299.999999999983,18,386.760077586898,2.03990441896914
72,W72,299.999999999983,15,51.5353910000314,0.231909259500128
73,W17,299.999999999983,18,386.602444763371,2.03905320172209
74,W73,299.999999999983,15,52.7320566292524,0.237294254831622
75,W18,299.999999999983,18,386.602444763371,2.13625320172208
76,W74,299.999999999983,15,52.7320566292523,0.237294254831622
77,W75,299.999999999983,15,21.845573245324,0.0488050796039553
78,W44,299.999999999983,22,818.515431713789,5.54740184931068
79,W45,299.999999999983,22,111.538141386055,0.713051733147923
80,W46,299.999999999983,22,846.888351741321,5.68846312149238
81,W47,299.999999999983,22,694.585020777621,4.44566113713204
82,W36,299.999999999983,20,42.0359955302291,0.384215973181352
83,W48,299.999999999983,22,375.454268832728,2.48459817429587
84,W49,299.999999999983,22,142.404353411423,0.93986873251534
85,W50,299.999999999983,22,111.612796482972,0.713544456787576
86,W76,299.999999999983,15,115.113020874604,0.419008593935694
87,W77,299.999999999983,15,114.729295356425,0.417281829103886
88,W78,299.999999999983,15,51.5353910000314,0.231909259500128
89,W19,299.999999999983,18,387,2.13839999999988
90,W20,299.999999999983,18,146.81964379098,0.676726076471255
91,W31,299.999999999983,25,403.646949834837,3.20735212376109
92,W3,299.999999999983,30,302.223989722683,2.69751590750398
93,W37,299.999999999983,20,408.646949834837,2.38588169900888
94,W38,299.999999999983,20,302.223989722683,1.678343938336
95,W21,299.999999999983,18,384.082061208988,2.06864313052842
96,W22,299.999999999983,18,817.959397611493,4.30898074710182
97,W51,299.999999999983,22,539.044121525819,3.5444912020702
98,W23,299.999999999983,18,312.249086848111,1.6753450689797
99,W24,299.999999999983,18,383.060698223209,2.01991835355451
100,W25,299.999999999983,18,312.249086848108,1.69694506897969
