Beam ID,B3
Beam Length,346.997350738701
Beam b,20
Beam h,80
Beam Volume,0.532795761181932
Beam Connections,W107,B4,W107,W35,S7,B4,S15
Beam ID,B4
Beam Length,318
Beam b,20
Beam h,80
Beam Volume,0.492800000000007
Beam Connections,B3,S7,B3,S15
Beam ID,B5
Beam Length,327.388400461007
Beam b,20
Beam h,80
Beam Volume,0.533421440737623
Beam Connections,W106,B6,W106,W24,B6,S16
Beam ID,B6
Beam Length,328.130822707215
Beam b,20
Beam h,80
Beam Volume,0.493009316331553
Beam Connections,B5,W46,W46,S6,B5,S16
Beam ID,B7
Beam Length,170.625001928786
Beam b,20
Beam h,80
Beam Volume,0.281000003086063
Beam Connections,W109,B8,W41,W109,B8,S17
Beam ID,B8
Beam Length,549.793014591124
Beam b,20
Beam h,80
Beam Volume,0.863668823345817
Beam Connections,B7,B9,B7,B9,S17
Beam ID,B9
Beam Length,80.5000000000001
Beam b,20
Beam h,80
Beam Volume,0.111979068936583
Beam Connections,B8,W71,B8,S17
Beam ID,B1
Beam Length,356.988536484915
Beam b,10
Beam h,80
Beam Volume,0.264783792028258
Beam Connections,W34,W62,W4,W62,W34,S7,S11,S19,S20
Beam ID,B2
Beam Length,356.988542419634
Beam b,10
Beam h,80
Beam Volume,0.26559083393572
Beam Connections,W22,W63,W63,W20,W22,S6,S12,S21,S22
Beam ID,B10
Beam Length,1234
Beam b,20
Beam h,80
Beam Volume,1.94336124315882
Beam Connections,W5,W5,W6,W11,S11,B11,B12,B14,S13,S14
Beam ID,B11
Beam Length,429.970729935588
Beam b,20
Beam h,80
Beam Volume,0.655953167896952
Beam Connections,B10,W50,W50,S11,B10,S13
Beam ID,B12
Beam Length,429.970729935585
Beam b,20
Beam h,80
Beam Volume,0.655953167896947
Beam Connections,B10,W48,W48,S12,B10,S14
Beam ID,B14
Beam Length,429.970729935586
Beam b,30
Beam h,80
Beam Volume,0.983929751845415
Beam Connections,B10,W49,W12,W49,S11,S12,B10,S13,S14
Beam ID,B13
Beam Length,208.308882265739
Beam b,20
Beam h,80
Beam Volume,0.301294211625188
Beam Connections,W91,W78,W12,W78,W91,S8,S11
