Node ID,Element ID,Dim 1,Dim 2,Dim 3,Volume
0,B1,280,20,40,0.216000000000004
1,B2,285.302594943855,20,40,0.185679904288488
2,B3,339.448868092466,20,40,0.203559094473977
3,B4,338.922044701801,20,40,0.203137635761446
4,B5,494.308038112435,20,40,0.36898253538899
5,B6,242.013361426494,20,40,0.125610689141197
6,B7,252.294676685941,20,40,0.133835741348755
7,B8,346.27583022424,20,40,0.209020664179396
8,B9,351.398236716727,20,40,0.213118589373385
9,B10,484.19694064597,20,40,0.371357552516782
10,B11,350,20,40,0.201666880954961
11,B12,281.361815186874,20,40,0.203867604249973
12,B13,160,20,40,0.0450041328358796
13,C1,359.999999999983,149.999999999998,20,1.08
14,C2,359.999999999983,150,20,1.08
15,C3,359.999999999983,150,20,1.08
16,S1,24,339.312040900309,339.312040900312,2.44713920627632
17,S2,24,335.067620301327,335.067620301327,7.13602761932687
18,S3,24,309.698765271461,309.698765271461,2.2482726757964
19,S4,24,835.155412745283,835.15541200404,23.1831038066044
20,S5,24,733.444901676111,733.444901676109,19.0077760642135
21,S6,24,333.905603269482,333.905603269482,2.31562236879959
22,S7,24,481.028738248293,481.028738248293,13.8007148791644
23,S8,24,327.800886746134,327.800886746134,2.26624993893609
24,S9,24,780.952311927332,781.021203570976,22.9023189792585
25,S10,24,327.406061077187,327.405768786904,2.34349081612022
26,S11,24,724.480233925987,724.480233925986,19.2045939469929
27,S12,24,327.652531894553,327.652531894555,2.40106299945055
28,S13,24,413.900302596176,413.90011771906,6.41719615943388
29,S14,24,232.849290660808,247.126503811968,3.37108328655009
30,S15,24,250.000146497955,251.150262274858,6.31483797090199
31,S16,24,249.273481830354,320.008749786764,2.51328
32,S17,24,250.952317540122,250.952320349513,6.359001757077
33,W1,359.999999999983,30,336.246189630836,3.68545884801283
34,W2,359.999999999983,30,144.496317457315,1.29056022853893
35,W10,359.999999999983,20,190.497085132087,1.37157901295096
36,W11,359.999999999983,20,164.759467754679,1.11426816783364
37,W12,359.999999999983,20,61.697705448237,0.516223479227281
38,W13,359.999999999983,20,340,2.44799999999988
39,W14,359.999999999983,20,310.690254187713,2.23696983015143
40,W15,359.999999999983,20,224.180569558895,1.47010010082398
41,W16,359.999999999983,20,250.830733722117,1.87798128279915
42,W17,359.999999999983,20,89.9704455817502,0.719787208188567
43,W18,359.999999999983,20,329.074361803174,2.22533540498275
44,W19,359.999999999983,20,39.6369750870383,0.357386220626659
45,W20,359.999999999983,20,209.689136067313,1.58176177968458
46,W21,359.999999999983,20,329.074361803175,2.36933540498274
47,W22,359.999999999983,20,343.670123000315,2.40242488560215
48,W23,359.999999999983,20,306.90209160972,2.28089387554504
49,W3,359.999999999983,30,335.731111886974,3.40989600837914
50,W4,359.999999999983,30,211.234794429659,2.3353357798402
51,W5,359.999999999983,30,328.892846474189,3.49804274192106
52,W24,359.999999999983,20,351.357551367774,2.45777436984786
53,W25,359.999999999983,20,110,0.719999999999966
54,W26,359.999999999983,20,121.445864176893,0.946410222073587
55,W27,359.999999999983,20,135.122756938115,0.828883849954387
56,W28,359.999999999983,20,532.217483317504,3.83196587988584
57,W29,359.999999999983,20,184.982099308392,1.33187111502036
58,W30,359.999999999983,20,125.01148137633,0.900082665909533
59,W31,359.999999999983,20,385.145363500139,2.77304661720087
60,W32,359.999999999983,20,321.720576280738,2.31638814922121
61,W33,359.999999999983,20,192.921110421729,1.31703199503638
62,W34,359.999999999983,20,100.192990960306,0.721389534914169
63,W35,359.999999999983,20,74.5667295748266,0.608880452938722
64,W36,359.999999999983,20,107.546776482746,0.774336790675732
65,W37,359.999999999983,20,514.752784168929,3.70622004601611
66,W38,359.999999999983,20,190.497263227408,1.37158029523727
67,W39,359.999999999983,20,160.860288140367,1.15819407461059
68,W40,359.999999999983,20,315.063642356605,2.26845822496745
69,W41,359.999999999983,20,356.872537191471,2.56948226777847
70,W6,359.999999999983,30,325.215953712969,3.5663323000999
71,W7,359.999999999983,30,351.872537191472,3.74622340166772
72,W42,359.999999999983,20,119.203354216238,0.750264150356881
73,W43,359.999999999983,20,110.415542083872,0.722991903003844
74,W44,359.999999999983,20,310.063648101615,2.12445826633153
75,W45,359.999999999983,20,365.731117631985,2.70526404695016
76,W46,359.999999999983,20,349.296556736103,2.51493520849982
77,W47,359.999999999983,20,339.185453524628,2.4421352653772
78,W48,359.999999999983,20,189.777454621445,1.43839767327433
79,W8,359.999999999983,30,339.407826552875,3.44960452677088
80,W49,359.999999999983,20,442.136032189454,3.18337943176392
81,W50,359.999999999983,20,214.396345176543,1.54365368527103
82,W51,359.999999999983,20,296,2.1311999999999
83,W52,359.999999999983,20,312.750898373757,2.25180646829095
84,W53,359.999999999983,20,142.555041176712,0.954396296472282
85,W54,359.999999999983,20,100.304180346935,0.794190098497894
86,W55,359.999999999983,20,312.750898373757,2.25180646829095
87,W9,359.999999999983,30,351.117953402524,3.57607389674709
88,W56,359.999999999983,20,212,1.52639999999993
89,W57,359.999999999983,20,180,1.29599999999992
90,W58,359.999999999983,20,152,1.09439999999995
91,W59,359.999999999983,20,392,2.8223999999999
92,W60,359.999999999983,20,347.676800841057,2.50327296605549
93,W61,359.999999999983,20,236.089252834203,1.62784262040619
94,W62,359.999999999983,20,163.617956275029,1.17804928518015
95,W63,359.999999999983,20,58.9401234887289,0.496368889118824
96,W64,359.999999999983,20,112.364996883287,0.809027977559628
97,W65,359.999999999983,20,114.788930252765,0.754480297819878
98,W66,359.999999999983,20,263.922050446811,1.97223876321697
99,W67,359.999999999983,20,190.163522717212,1.36917736356386
100,W68,359.999999999983,20,273.114095637026,2.03842148858649
101,W69,359.999999999983,20,900.121043493251,6.4808715131511
102,W70,359.999999999983,20,194.173972148296,1.39805259946766
103,W71,359.999999999983,20,422.8327918676,2.90039610144658
104,W72,359.999999999983,20,30.2223730282464,0.289601085803361
105,W73,359.999999999983,20,100.192996705317,0.72138957627825
106,W74,359.999999999983,20,295.174917918388,2.19725940901229
107,W75,359.999999999983,20,908.393697451609,6.54043462165127
108,W76,359.999999999983,20,203.366028828531,1.46423540756536
109,W77,359.999999999983,20,414.56013790924,2.84083299294639
110,W78,359.999999999983,20,20.1112755617822,0.216801184044821
111,W79,359.999999999983,20,100.192818609998,0.721388293991952
112,W80,359.999999999983,20,107.519102114659,0.702137535225509
113,W81,359.999999999983,20,350,2.51999999999988
114,W82,359.999999999983,20,350,2.51999999999988
